Participant,Trial,State,Deviant,I1,I2,I3,I4,I5,I6,O1,O2,O3,O4,O5,O6
7,38,SS,No_Deviant,7,5,1,6,4,2,7,5,1,6,4,2
7,39,SS,No_Deviant,5,8,3,7,1,6,5,8,3,1,7,4
7,40,SS,No_Deviant,4,6,2,5,7,1,4,6,8,7,5,3
7,42,SS,No_Deviant,6,2,8,3,7,4,6,2,4,8,5,4
7,43,SS,No_Deviant,2,6,3,1,4,7,6,2,3,-9,7,4
7,44,SS,No_Deviant,2,5,1,8,4,6,2,5,1,8,6,4
7,45,SS,No_Deviant,8,5,2,6,3,7,8,5,2,6,3,7
7,5,SS,With_Deviant,6,2,5,7,3,1,6,2,5,7,3,1
7,8,SS,With_Deviant,4,1,6,8,3,5,4,1,6,8,5,2
7,18,SS,With_Deviant,2,7,5,3,8,1,2,7,5,-9,3,5
7,27,SS,With_Deviant,5,1,4,8,2,6,5,4,1,8,7,3
7,35,SS,With_Deviant,8,5,2,6,4,7,8,5,2,6,4,7
7,41,SS,With_Deviant,5,7,4,2,6,8,8,5,7,6,4,2
8,1,CS,No_Deviant,7,4,8,1,5,3,7,4,8,1,5,6
8,2,CS,No_Deviant,3,1,7,4,2,5,3,1,7,5,4,0
8,3,CS,No_Deviant,5,7,1,8,3,6,5,7,1,3,8,0
8,4,CS,No_Deviant,6,2,5,1,4,7,6,2,5,1,4,7
8,6,CS,No_Deviant,8,2,5,7,4,6,8,2,5,7,4,6
8,7,CS,No_Deviant,5,1,7,4,2,8,8,5,1,4,7,6
8,9,CS,No_Deviant,7,4,2,6,1,5,7,4,1,1,6,0
8,10,CS,No_Deviant,2,7,5,1,4,8,2,7,5,4,1,0
8,11,CS,No_Deviant,6,4,7,2,8,3,6,4,7,2,8,3
8,12,CS,No_Deviant,5,7,2,8,1,4,5,7,2,1,4,8
8,13,CS,No_Deviant,8,3,6,2,5,7,3,-9,6,5,4,8
8,14,CS,No_Deviant,3,1,7,4,6,8,3,1,7,4,8,5
8,15,CS,No_Deviant,5,7,3,6,2,4,5,7,3,6,2,1
8,16,CS,No_Deviant,8,1,6,3,5,2,8,1,6,4,3,2
8,17,CS,No_Deviant,4,2,8,6,3,7,4,2,8,6,3,0
8,19,CS,No_Deviant,4,2,8,6,3,5,4,2,5,6,1,3
8,20,CS,No_Deviant,2,6,4,8,1,7,2,6,4,8,1,7
8,21,CS,No_Deviant,5,2,7,3,8,4,5,2,7,3,4,8
8,22,CS,No_Deviant,4,6,2,8,5,3,4,2,6,8,3,5
8,23,CS,No_Deviant,3,1,8,5,2,6,3,5,8,1,6,0
8,24,CS,No_Deviant,2,4,7,1,8,5,2,4,7,1,5,8
8,25,CS,No_Deviant,8,1,5,2,6,3,5,8,1,6,4,3
8,26,CS,No_Deviant,4,6,3,7,2,8,4,6,3,7,2,5
8,28,CS,No_Deviant,7,3,1,6,2,5,7,3,1,6,2,4
8,29,CS,No_Deviant,4,8,6,3,7,2,4,6,0,3,7,0
8,30,CS,No_Deviant,3,1,7,5,2,6,3,1,7,5,2,0
8,31,CS,No_Deviant,6,2,8,1,4,7,3,2,4,8,5,4
8,32,CS,No_Deviant,4,6,3,7,1,5,4,6,3,7,5,1
8,33,CS,No_Deviant,5,3,6,4,2,8,5,3,6,7,2,1
8,34,CS,No_Deviant,6,8,4,7,1,3,6,8,4,1,7,3
8,36,CS,No_Deviant,5,2,8,1,7,4,5,2,8,0,7,4
8,37,CS,No_Deviant,8,5,1,7,3,6,8,5,4,1,3,7
8,38,CS,No_Deviant,3,7,4,2,6,8,3,7,4,2,1,6
8,39,CS,No_Deviant,5,2,7,3,1,6,5,2,7,1,3,6
8,40,CS,No_Deviant,4,7,2,6,8,3,4,7,2,6,3,8
8,42,CS,No_Deviant,4,7,3,8,5,2,4,3,7,8,0,6
8,43,CS,No_Deviant,5,3,7,2,4,1,5,3,7,2,4,1
8,44,CS,No_Deviant,4,1,8,6,2,5,4,1,8,6,2,5
8,45,CS,No_Deviant,6,2,4,7,3,1,6,2,7,7,3,1
8,5,CS,With_Deviant,5,8,1,4,7,2,5,8,1,4,7,0
8,8,CS,With_Deviant,2,7,4,1,5,3,2,7,4,1,5,3
8,18,CS,With_Deviant,5,3,7,1,4,6,5,3,1,1,8,0
8,27,CS,With_Deviant,6,2,8,3,5,1,6,2,8,5,3,1
8,35,CS,With_Deviant,4,7,2,5,3,6,4,1,7,2,5,3
8,41,CS,With_Deviant,5,3,7,4,2,8,5,3,7,4,6,8
8,1,SS,No_Deviant,2,5,1,8,4,6,2,7,5,4,1,6
8,2,SS,No_Deviant,7,1,4,2,6,8,7,1,4,5,6,8
8,3,SS,No_Deviant,8,5,2,6,3,7,8,5,2,3,6,1
8,4,SS,No_Deviant,3,6,8,1,7,5,3,6,8,5,1,7
8,6,SS,No_Deviant,5,2,4,6,1,8,5,2,4,6,1,3
8,7,SS,No_Deviant,8,4,7,1,6,3,8,4,7,1,3,6
8,9,SS,No_Deviant,3,6,2,7,5,8,3,6,2,7,5,8
8,10,SS,No_Deviant,2,5,7,4,6,1,2,5,7,4,8,6
8,11,SS,No_Deviant,3,6,2,7,1,4,3,6,2,7,1,4
8,12,SS,No_Deviant,5,2,4,8,3,7,5,2,4,7,3,1
8,13,SS,No_Deviant,8,3,5,1,6,4,8,3,1,5,4,6
8,14,SS,No_Deviant,5,8,3,7,1,6,5,8,3,7,1,6
8,15,SS,No_Deviant,7,5,1,6,4,2,7,1,5,6,3,0
8,16,SS,No_Deviant,4,6,2,8,3,5,4,6,2,8,0,7
8,17,SS,No_Deviant,2,5,8,1,7,3,2,5,4,8,1,7
8,19,SS,No_Deviant,3,8,2,6,1,4,3,8,1,2,5,6
8,20,SS,No_Deviant,7,2,4,8,5,1,7,2,4,5,8,1
8,21,SS,No_Deviant,2,6,3,1,4,7,2,6,3,1,4,7
8,22,SS,No_Deviant,5,7,2,8,1,3,5,7,2,8,1,3
8,23,SS,No_Deviant,4,1,7,3,6,8,4,1,7,3,6,8
8,24,SS,No_Deviant,3,5,2,7,4,6,3,5,7,2,4,6
8,25,SS,No_Deviant,5,1,7,4,8,2,5,1,7,4,8,2
8,26,SS,No_Deviant,3,6,1,8,2,5,4,6,3,1,8,2
8,28,SS,No_Deviant,2,6,8,5,7,3,2,6,8,5,3,7
8,29,SS,No_Deviant,3,7,5,1,8,4,3,7,5,8,1,4
8,30,SS,No_Deviant,5,8,4,6,1,3,3,8,4,6,5,1
8,31,SS,No_Deviant,8,4,7,3,5,2,8,4,7,3,1,5
8,32,SS,No_Deviant,3,6,8,5,1,7,3,6,8,5,1,7
8,33,SS,No_Deviant,2,8,5,7,4,6,2,8,5,7,4,1
8,34,SS,No_Deviant,6,4,7,2,8,5,6,4,7,2,5,8
8,36,SS,No_Deviant,4,2,8,3,6,1,4,2,8,3,6,1
8,37,SS,No_Deviant,8,5,2,4,7,3,8,5,2,4,7,1
8,38,SS,No_Deviant,6,1,8,3,5,2,6,1,8,3,5,2
8,39,SS,No_Deviant,5,8,2,7,4,1,5,8,2,7,4,1
8,40,SS,No_Deviant,6,2,8,3,7,4,6,2,8,3,4,7
8,42,SS,No_Deviant,4,6,2,5,7,1,4,6,2,5,7,1
8,43,SS,No_Deviant,2,8,4,7,1,6,6,8,2,4,7,6
8,44,SS,No_Deviant,5,3,1,6,8,4,5,3,1,6,0,4
8,45,SS,No_Deviant,6,1,7,4,2,8,6,1,7,4,3,2
8,5,SS,With_Deviant,2,7,5,3,8,1,2,7,5,3,8,1
8,8,SS,With_Deviant,4,1,6,8,3,5,4,1,6,3,5,8
8,18,SS,With_Deviant,5,1,4,8,2,6,5,1,4,8,0,1
8,27,SS,With_Deviant,6,2,5,7,3,1,6,2,5,7,3,1
8,35,SS,With_Deviant,8,5,2,6,4,7,8,5,4,6,4,7
8,41,SS,With_Deviant,5,7,4,2,6,8,5,7,4,2,6,1
9,1,CS,No_Deviant,7,4,8,1,5,3,7,4,8,1,5,3
9,2,CS,No_Deviant,3,1,7,4,2,5,3,1,7,4,2,5
9,3,CS,No_Deviant,5,7,1,8,3,6,5,7,1,8,3,6
9,4,CS,No_Deviant,6,2,5,1,4,7,6,5,2,4,1,7
9,6,CS,No_Deviant,8,2,5,7,4,6,8,2,5,7,4,6
9,7,CS,No_Deviant,5,1,7,4,2,8,5,1,7,4,2,8
9,9,CS,No_Deviant,7,4,2,6,1,5,7,4,2,1,6,5
9,10,CS,No_Deviant,2,7,5,1,4,8,2,7,5,1,4,8
9,11,CS,No_Deviant,6,4,7,2,8,3,6,4,7,2,8,3
9,12,CS,No_Deviant,5,7,2,8,1,4,5,7,2,8,1,4
9,13,CS,No_Deviant,8,3,6,2,5,7,8,3,6,2,5,7
9,14,CS,No_Deviant,3,1,7,4,6,8,3,7,4,1,6,8
9,15,CS,No_Deviant,5,7,3,6,2,4,5,7,3,6,2,8
9,16,CS,No_Deviant,8,1,6,3,5,2,8,1,6,2,3,5
9,17,CS,No_Deviant,4,2,8,6,3,7,4,2,5,6,3,7
9,19,CS,No_Deviant,4,2,8,6,3,5,4,2,8,6,3,5
9,20,CS,No_Deviant,2,6,4,8,1,7,2,6,4,8,1,7
9,21,CS,No_Deviant,5,2,7,3,8,4,5,2,7,3,8,4
9,22,CS,No_Deviant,4,6,2,8,5,3,4,6,2,8,5,3
9,23,CS,No_Deviant,3,1,8,5,2,6,3,1,8,2,5,6
9,24,CS,No_Deviant,2,4,7,1,8,5,2,1,7,8,4,5
9,25,CS,No_Deviant,8,1,5,2,6,3,2,1,5,8,4,3
9,26,CS,No_Deviant,4,6,3,7,2,8,4,6,3,7,2,5
9,28,CS,No_Deviant,7,3,1,6,2,5,7,3,1,6,2,5
9,29,CS,No_Deviant,4,8,6,3,7,2,4,8,6,7,2,5
9,30,CS,No_Deviant,3,1,7,5,2,6,3,1,7,5,2,6
9,31,CS,No_Deviant,6,2,8,1,4,7,2,6,8,4,1,7
9,32,CS,No_Deviant,4,6,3,7,1,5,4,6,3,7,1,5
9,33,CS,No_Deviant,5,3,6,4,2,8,5,3,6,4,2,7
9,34,CS,No_Deviant,6,8,4,7,1,3,6,8,4,7,1,3
9,36,CS,No_Deviant,5,2,8,1,7,4,5,2,8,7,4,1
9,37,CS,No_Deviant,8,5,1,7,3,6,8,5,1,7,3,6
9,38,CS,No_Deviant,3,7,4,2,6,8,3,7,4,2,6,8
9,39,CS,No_Deviant,5,2,7,3,1,6,5,2,7,3,1,6
9,40,CS,No_Deviant,4,7,2,6,8,3,4,7,2,6,8,3
9,42,CS,No_Deviant,4,7,3,8,5,2,4,7,3,8,5,2
9,43,CS,No_Deviant,5,3,7,2,4,1,5,3,7,4,2,1
9,44,CS,No_Deviant,4,1,8,6,2,5,4,1,8,6,2,5
9,45,CS,No_Deviant,6,2,4,7,3,1,6,2,4,7,3,1
9,5,CS,With_Deviant,5,8,1,4,7,2,5,8,2,4,1,7
9,8,CS,With_Deviant,2,7,4,1,5,3,2,7,4,1,5,3
9,18,CS,With_Deviant,5,3,7,1,4,6,5,3,7,1,4,6
9,27,CS,With_Deviant,6,2,8,3,5,1,2,6,8,3,5,1
9,35,CS,With_Deviant,4,7,2,5,3,6,4,7,2,5,3,6
9,41,CS,With_Deviant,5,3,7,4,2,8,5,3,7,4,2,8
9,1,SS,No_Deviant,2,5,1,8,4,6,2,5,1,8,6,4
9,2,SS,No_Deviant,7,1,4,2,6,8,7,1,4,2,6,8
9,3,SS,No_Deviant,8,5,2,6,3,7,8,2,5,6,3,7
9,4,SS,No_Deviant,3,6,8,1,7,5,3,6,8,1,7,5
9,6,SS,No_Deviant,5,2,4,6,1,8,5,2,4,6,1,8
9,7,SS,No_Deviant,8,4,7,1,6,3,8,4,7,6,1,3
9,9,SS,No_Deviant,3,6,2,7,5,8,3,6,2,7,8,5
9,10,SS,No_Deviant,2,5,7,4,6,1,2,5,7,4,6,1
9,11,SS,No_Deviant,3,6,2,7,1,4,3,6,2,7,1,4
9,12,SS,No_Deviant,5,2,4,8,3,7,5,2,4,8,3,7
9,13,SS,No_Deviant,8,3,5,1,6,4,8,3,5,1,6,4
9,14,SS,No_Deviant,5,8,3,7,1,6,5,8,3,7,1,6
9,15,SS,No_Deviant,7,5,1,6,4,2,7,5,1,6,4,2
9,16,SS,No_Deviant,4,6,2,8,3,5,4,6,2,8,3,5
9,17,SS,No_Deviant,2,5,8,1,7,3,2,3,5,8,7,1
9,19,SS,No_Deviant,3,8,2,6,1,4,8,3,2,6,1,4
9,20,SS,No_Deviant,7,2,4,8,5,1,7,2,4,6,5,1
9,21,SS,No_Deviant,2,6,3,1,4,7,2,6,3,7,1,4
9,22,SS,No_Deviant,5,7,2,8,1,3,5,7,2,8,1,3
9,23,SS,No_Deviant,4,1,7,3,6,8,4,1,7,2,3,8
9,24,SS,No_Deviant,3,5,2,7,4,6,7,3,2,4,5,8
9,25,SS,No_Deviant,5,1,7,4,8,2,5,1,7,4,8,2
9,26,SS,No_Deviant,3,6,1,8,2,5,5,3,1,8,2,4
9,28,SS,No_Deviant,2,6,8,5,7,3,2,6,8,5,7,3
9,29,SS,No_Deviant,3,7,5,1,8,4,3,7,5,8,1,4
9,30,SS,No_Deviant,5,8,4,6,1,3,5,8,4,6,1,3
9,31,SS,No_Deviant,8,4,7,3,5,2,8,4,7,5,3,2
9,32,SS,No_Deviant,3,6,8,5,1,7,8,3,6,5,1,7
9,33,SS,No_Deviant,2,8,5,7,4,6,2,8,5,7,4,6
9,34,SS,No_Deviant,6,4,7,2,8,5,6,4,7,2,8,5
9,36,SS,No_Deviant,4,2,8,3,6,1,4,2,8,6,3,1
9,37,SS,No_Deviant,8,5,2,4,7,3,8,5,2,4,7,3
9,38,SS,No_Deviant,6,1,8,3,5,2,6,1,8,5,3,2
9,39,SS,No_Deviant,5,8,2,7,4,1,5,8,2,7,4,1
9,40,SS,No_Deviant,6,2,8,3,7,4,6,2,8,3,7,4
9,42,SS,No_Deviant,4,6,2,5,7,1,4,6,2,5,7,1
9,43,SS,No_Deviant,2,8,4,7,1,6,2,8,4,7,1,6
9,44,SS,No_Deviant,5,3,1,6,8,4,5,3,1,6,8,4
9,45,SS,No_Deviant,6,1,7,4,2,8,6,1,7,4,2,8
9,5,SS,With_Deviant,2,7,5,3,8,1,2,7,5,3,8,1
9,8,SS,With_Deviant,4,1,6,8,3,5,8,4,6,5,7,1
9,18,SS,With_Deviant,5,1,4,8,2,6,7,1,5,8,4,2
9,27,SS,With_Deviant,6,2,5,7,3,1,6,2,5,7,3,1
9,35,SS,With_Deviant,8,5,2,6,4,7,8,4,2,6,5,7
9,41,SS,With_Deviant,5,7,4,2,6,8,5,7,4,2,3,8
10,1,CS,No_Deviant,7,4,8,1,5,3,8,7,0,0,5,3
10,2,CS,No_Deviant,3,1,7,4,2,5,3,1,7,4,0,0
10,3,CS,No_Deviant,5,7,1,8,3,6,5,7,1,0,0,8
10,4,CS,No_Deviant,6,2,5,1,4,7,6,2,5,1,0,8
10,6,CS,No_Deviant,8,2,5,7,4,6,8,7,5,2,4,6
10,7,CS,No_Deviant,5,1,7,4,2,8,5,7,8,1,0,4
10,9,CS,No_Deviant,7,4,2,6,1,5,7,4,1,2,0,0
10,10,CS,No_Deviant,2,7,5,1,4,8,7,5,2,1,4,0
10,11,CS,No_Deviant,6,4,7,2,8,3,0,0,0,7,8,3
10,12,CS,No_Deviant,5,7,2,8,1,4,5,8,7,2,1,3
10,13,CS,No_Deviant,8,3,6,2,5,7,8,6,3,2,0,7
10,14,CS,No_Deviant,3,1,7,4,6,8,3,1,7,6,0,8
10,15,CS,No_Deviant,5,7,3,6,2,4,5,7,6,3,0,8
10,16,CS,No_Deviant,8,1,6,3,5,2,8,5,7,2,1,3
10,17,CS,No_Deviant,4,2,8,6,3,7,4,2,8,7,0,0
10,19,CS,No_Deviant,4,2,8,6,3,5,4,2,8,7,5,1
10,20,CS,No_Deviant,2,6,4,8,1,7,2,6,4,8,3,1
10,21,CS,No_Deviant,5,2,7,3,8,4,5,2,7,3,8,4
10,22,CS,No_Deviant,4,6,2,8,5,3,4,6,8,2,5,3
10,23,CS,No_Deviant,3,1,8,5,2,6,8,3,1,5,0,0
10,24,CS,No_Deviant,2,4,7,1,8,5,2,4,8,1,4,5
10,25,CS,No_Deviant,8,1,5,2,6,3,8,1,5,2,3,4
10,26,CS,No_Deviant,4,6,3,7,2,8,4,6,3,0,0,8
10,28,CS,No_Deviant,7,3,1,6,2,5,7,6,5,1,4,3
10,29,CS,No_Deviant,4,8,6,3,7,2,0,8,6,2,5,3
10,30,CS,No_Deviant,3,1,7,5,2,6,3,1,7,5,2,4
10,31,CS,No_Deviant,6,2,8,1,4,7,6,8,4,2,5,7
10,32,CS,No_Deviant,4,6,3,7,1,5,4,6,3,7,1,2
10,33,CS,No_Deviant,5,3,6,4,2,8,5,3,6,4,1,7
10,34,CS,No_Deviant,6,8,4,7,1,3,6,8,4,7,0,2
10,36,CS,No_Deviant,5,2,8,1,7,4,5,2,8,1,7,4
10,37,CS,No_Deviant,8,5,1,7,3,6,0,0,4,5,3,6
10,38,CS,No_Deviant,3,7,4,2,6,8,4,7,2,5,8,3
10,39,CS,No_Deviant,5,2,7,3,1,6,5,7,2,0,0,8
10,40,CS,No_Deviant,4,7,2,6,8,3,0,7,2,8,5,3
10,42,CS,No_Deviant,4,7,3,8,5,2,4,7,3,8,0,5
10,43,CS,No_Deviant,5,3,7,2,4,1,5,3,7,2,4,8
10,44,CS,No_Deviant,4,1,8,6,2,5,4,8,1,0,0,5
10,45,CS,No_Deviant,6,2,4,7,3,1,6,2,4,7,0,3
10,5,CS,With_Deviant,5,8,1,4,7,2,5,8,1,4,0,2
10,8,CS,With_Deviant,2,7,4,1,5,3,2,7,1,4,0,3
10,18,CS,With_Deviant,5,3,7,1,4,6,5,3,7,1,8,0
10,27,CS,With_Deviant,6,2,8,3,5,1,6,2,8,0,0,0
10,35,CS,With_Deviant,4,7,2,5,3,6,4,5,7,2,0,3
10,41,CS,With_Deviant,5,3,7,4,2,8,5,3,7,2,4,8
10,1,SS,No_Deviant,2,5,1,8,4,6,5,7,2,4,6,8
10,2,SS,No_Deviant,7,1,4,2,6,8,7,1,4,2,6,8
10,3,SS,No_Deviant,8,5,2,6,3,7,8,5,7,2,3,4
10,4,SS,No_Deviant,3,6,8,1,7,5,3,6,8,1,0,5
10,6,SS,No_Deviant,5,2,4,6,1,8,5,2,4,6,1,3
10,7,SS,No_Deviant,8,4,7,1,6,3,8,4,1,7,2,5
10,9,SS,No_Deviant,3,6,2,7,5,8,5,3,8,1,4,7
10,10,SS,No_Deviant,2,5,7,4,6,1,2,7,5,1,3,4
10,11,SS,No_Deviant,3,6,2,7,1,4,3,6,2,7,4,5
10,12,SS,No_Deviant,5,2,4,8,3,7,5,2,4,8,3,7
10,13,SS,No_Deviant,8,3,5,1,6,4,8,3,5,2,4,1
10,14,SS,No_Deviant,5,8,3,7,1,6,5,8,3,7,1,2
10,15,SS,No_Deviant,7,5,1,6,4,2,7,5,1,4,2,3
10,16,SS,No_Deviant,4,6,2,8,3,5,4,6,2,8,0,3
10,17,SS,No_Deviant,2,5,8,1,7,3,2,5,8,1,0,7
10,19,SS,No_Deviant,3,8,2,6,1,4,3,8,2,5,4,1
10,20,SS,No_Deviant,7,2,4,8,5,1,7,4,2,8,3,1
10,21,SS,No_Deviant,2,6,3,1,4,7,2,6,3,1,4,8
10,22,SS,No_Deviant,5,7,2,8,1,3,5,7,1,8,4,3
10,23,SS,No_Deviant,4,1,7,3,6,8,4,1,7,3,5,8
10,24,SS,No_Deviant,3,5,2,7,4,6,3,5,2,8,4,6
10,25,SS,No_Deviant,5,1,7,4,8,2,5,1,8,3,4,7
10,26,SS,No_Deviant,3,6,1,8,2,5,3,6,8,1,7,4
10,28,SS,No_Deviant,2,6,8,5,7,3,2,6,8,5,7,3
10,29,SS,No_Deviant,3,7,5,1,8,4,3,7,5,8,3,4
10,30,SS,No_Deviant,5,8,4,6,1,3,5,8,4,6,3,1
10,31,SS,No_Deviant,8,4,7,3,5,2,8,4,7,3,2,1
10,32,SS,No_Deviant,3,6,8,5,1,7,3,6,8,5,1,2
10,33,SS,No_Deviant,2,8,5,7,4,6,2,8,5,6,4,1
10,34,SS,No_Deviant,6,4,7,2,8,5,6,4,7,2,8,1
10,36,SS,No_Deviant,4,2,8,3,6,1,4,2,8,5,3,1
10,37,SS,No_Deviant,8,5,2,4,7,3,8,5,2,1,4,7
10,38,SS,No_Deviant,6,1,8,3,5,2,5,9,1,3,2,4
10,39,SS,No_Deviant,5,8,2,7,4,1,5,8,2,1,7,4
10,40,SS,No_Deviant,6,2,8,3,7,4,5,7,8,6,4,2
10,42,SS,No_Deviant,4,6,2,5,7,1,5,8,3,1,7,4
10,43,SS,No_Deviant,2,8,4,7,1,6,2,8,4,7,4,3
10,44,SS,No_Deviant,5,3,1,6,8,4,5,3,1,8,6,4
10,45,SS,No_Deviant,6,1,7,4,2,8,5,3,8,7,4,1
10,5,SS,With_Deviant,2,7,5,3,8,1,2,7,5,8,3,4
10,8,SS,With_Deviant,4,1,6,8,3,5,4,1,6,8,3,5
10,18,SS,With_Deviant,5,1,4,8,2,6,5,1,3,4,8,7
10,27,SS,With_Deviant,6,2,5,7,3,1,6,2,5,7,4,3
10,35,SS,With_Deviant,8,5,2,6,4,7,5,7,2,1,4,6
10,41,SS,With_Deviant,5,7,4,2,6,8,5,7,4,2,8,3
11,1,CS,No_Deviant,7,4,8,1,5,3,0,0,0,0,5,3
11,2,CS,No_Deviant,3,1,7,4,2,5,0,0,0,4,5,3
11,3,CS,No_Deviant,5,7,1,8,3,6,0,0,0,0,3,6
11,4,CS,No_Deviant,6,2,5,1,4,7,0,0,5,1,7,4
11,6,CS,No_Deviant,8,2,5,7,4,6,8,2,5,0,0,0
11,7,CS,No_Deviant,5,1,7,4,2,8,5,1,7,4,0,0
11,9,CS,No_Deviant,7,4,2,6,1,5,7,4,2,6,0,0
11,10,CS,No_Deviant,2,7,5,1,4,8,2,7,5,1,4,8
11,11,CS,No_Deviant,6,4,7,2,8,3,6,4,7,1,8,3
11,12,CS,No_Deviant,5,7,2,8,1,4,5,7,2,8,4,3
11,13,CS,No_Deviant,8,3,6,2,5,7,8,3,6,0,5,7
11,14,CS,No_Deviant,3,1,7,4,6,8,3,7,5,7,8,2
11,15,CS,No_Deviant,5,7,3,6,2,4,0,0,3,2,4,6
11,16,CS,No_Deviant,8,1,6,3,5,2,8,3,6,2,5,1
11,17,CS,No_Deviant,4,2,8,6,3,7,6,3,8,2,3,8
11,19,CS,No_Deviant,4,2,8,6,3,5,4,6,8,6,0,0
11,20,CS,No_Deviant,2,6,4,8,1,7,2,6,4,5,1,8
11,21,CS,No_Deviant,5,2,7,3,8,4,5,1,7,2,8,3
11,22,CS,No_Deviant,4,6,2,8,5,3,4,6,2,8,5,3
11,23,CS,No_Deviant,3,1,8,5,2,6,3,4,0,0,2,8
11,24,CS,No_Deviant,2,4,7,1,8,5,2,4,7,1,5,3
11,25,CS,No_Deviant,8,1,5,2,6,3,8,1,7,3,5,2
11,26,CS,No_Deviant,4,6,3,7,2,8,6,3,4,7,5,2
11,28,CS,No_Deviant,7,3,1,6,2,5,7,1,0,0,5,2
